"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"6707","7878-RTCZG","Female","NO","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.9,19.9,"No"
"6708","2452-MRMZF","Female","YES","Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.7,1937.4,"No"
"6709","2272-QAGFO","Female","YES","No","No",14,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.3,1096.25,"Yes"
"6710","7103-IPXPJ","Male","NO","Yes","No",50,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","No","Electronic check",99.4,5059.75,"No"
"6711","4342-HFXWS","Female","NO","Yes","Yes",48,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)",69.7,3023.65,"No"
"6712","3545-CNWRG","Female","NO","Yes","Yes",49,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.35,4889.2,"No"
"6713","1785-BPHTP","Male","NO","Yes","Yes",28,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Electronic check",85.45,2289.9,"No"
"6714","4989-LIXVT","Male","YES","No","No",68,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",95.9,6503.2,"No"
"6715","7315-WYOAW","Male","NO","No","No",13,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",100.75,1313.25,"No"
"6717","9850-OWRHQ","Female","NO","Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.1,228,"Yes"
"6719","8676-TRMJS","Male","NO","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",75,209.1,"Yes"
"6720","2509-TFPJU","Male","NO","Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.75,1864.2,"No"
"6721","9530-GRMJG","Male","NO","Yes","Yes",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",84.1,5979.7,"No"
"6723","5481-NTDOH","Female","YES","Yes","No",67,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",107.05,7142.5,"No"
"6725","7359-SSBJK","Female","YES","No","No",64,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",70.2,4481,"Yes"
"6726","2061-VVFST","Female","NO","Yes","No",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.5,805.2,"No"
"6727","0685-MLYYM","Female","YES","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.75,154.85,"Yes"
"6729","2380-DAMQP","Female","NO","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",115.15,8349.7,"No"
"6730","2256-YLYLP","Male","NO","Yes","Yes",68,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",72.95,4953.25,"No"
"6731","1272-ILHFG","Male","NO","Yes","Yes",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.65,332.65,"No"
"6732","0164-XAIRP","Female","NO","No","No",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",19.55,470.2,"No"
"6733","5666-CYCYZ","Female","NO","No","No",24,"Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",89.55,2259.35,"No"
"6734","4011-ARPHK","Male","NO","No","No",27,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",50.35,1411.35,"No"
"6735","8182-PNAGI","Male","NO","No","No",12,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",50.25,593.75,"Yes"
"6736","6365-HITVU","Female","NO","Yes","Yes",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",87.25,6328.7,"No"
"6737","7558-IMLMT","Male","NO","Yes","Yes",67,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",20.8,1411.9,"No"
"6738","9488-FYQAU","Female","NO","Yes","No",63,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",109.25,6841.4,"No"
"6742","2180-DXNEG","Female","NO","No","No",12,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",96,1062.1,"Yes"
"6743","1960-UOTYM","Male","NO","Yes","Yes",52,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Electronic check",79.2,4016.3,"No"
"6744","2740-JFBOK","Male","NO","No","No",10,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",24,226.55,"No"
"6745","6500-JVEGC","Male","NO","No","No",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","No","Bank transfer (automatic)",101.35,7110.75,"No"
"6746","5515-AKOAJ","Female","NO","No","No",54,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",100.1,5440.9,"Yes"
"6747","8976-OQHGT","Female","NO","Yes","Yes",4,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",56.5,235.1,"Yes"
"6749","6230-BSUXY","Female","YES","No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",85,85,"Yes"
"6750","8469-SNFFH","Male","NO","Yes","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)",79.4,5528.9,"No"
"6751","2144-ESWKO","Male","NO","No","No",43,"No","No phone service","DSL","Yes","No","Yes","No","No","No","One year","Yes","Credit card (automatic)",35.2,1463.7,"No"
"6752","1241-FPMOF","Male","NO","No","No",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.65,1025.05,"No"
"6753","9928-BZVLZ","Female","NO","No","No",12,"No","No phone service","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Mailed check",49.85,552.1,"No"
"6754","4114-QMKVN","Female","NO","Yes","Yes",56,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","One year","No","Bank transfer (automatic)",68.75,3815.4,"No"
"6755","2775-SEFEE","Male","NO","No","Yes",0,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Bank transfer (automatic)",61.9,NA,"No"
"6756","9003-CPATH","Male","NO","No","No",42,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",79.9,3313.4,"No"
"6757","1754-GKYPY","Male","YES","Yes","No",22,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",89.75,1938.9,"No"
"6758","5294-CDGWY","Male","NO","Yes","Yes",51,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Electronic check",59.3,3014.65,"Yes"
"6759","7956-XQWGU","Male","NO","No","No",27,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",19.4,460.25,"No"
"6760","1591-MQJTP","Male","YES","Yes","No",51,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)",93.65,4839.15,"No"
"6761","5295-PCJOO","Male","NO","No","Yes",4,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.4,184.4,"Yes"
"6762","2369-FEVNO","Male","NO","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.9,19.9,"No"
"6763","9863-JZAIC","Male","NO","No","No",35,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Mailed check",55,2010.55,"Yes"
"6764","7471-MQPOS","Male","YES","Yes","Yes",71,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",72.9,5139.65,"No"
"6766","5115-SQAAU","Female","NO","Yes","Yes",69,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",25.6,1673.4,"No"
"6767","9845-QOMAD","Male","NO","Yes","Yes",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.75,309.35,"No"
"6768","7672-VFMXZ","Male","NO","Yes","No",57,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Electronic check",55.7,3171.6,"No"
"6769","9739-JLPQJ","Female","NO","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",117.5,8670.1,"No"
"6770","9916-AYHTC","Male","NO","No","No",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.85,916,"No"
"6771","3855-ONCAR","Female","NO","Yes","Yes",4,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",78.9,299.75,"No"
"6772","1488-SYSFC","Male","NO","Yes","Yes",31,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",20.65,702.05,"No"
"6773","7931-PXHFC","Male","NO","No","No",38,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","One year","Yes","Mailed check",62.3,2354.8,"Yes"
"6775","0970-QXPXW","Female","NO","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.65,19.65,"No"
"6776","3259-KNMRR","Male","YES","No","No",57,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",79.75,4438.2,"No"
"6777","6120-RJKLU","Female","YES","Yes","No",62,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",79.95,4819.75,"No"
"6779","5893-KCLGT","Female","NO","No","Yes",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",19.75,1567,"No"
"6780","0076-LVEPS","Male","NO","No","Yes",29,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",45,1242.45,"No"
"6781","3640-JQGJG","Male","NO","Yes","Yes",13,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",44.8,559.2,"No"
"6782","4919-MOAVT","Male","NO","No","Yes",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.65,220.1,"Yes"
"6784","9867-XOBQA","Female","NO","No","Yes",21,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check",53.15,1183.2,"No"
"6785","9546-KDTRB","Female","NO","No","No",19,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",24.7,465.85,"No"
"6787","9820-RMCQV","Female","NO","No","No",11,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",48.55,501,"Yes"
"6788","3174-RKMOW","Male","NO","Yes","Yes",35,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",109.95,3782.4,"No"
"6789","1760-CAZHT","Male","NO","No","Yes",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.8,460.2,"No"
"6792","5204-QZXPU","Male","NO","No","No",19,"No","No phone service","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",39.65,733.35,"Yes"
"6793","4597-ELFTS","Male","NO","No","No",56,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",24.9,1334,"Yes"
"6794","1320-GVNHT","Male","NO","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",108.4,7767.25,"No"
"6795","1047-RNXZV","Male","NO","No","No",43,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.55,876.15,"No"
"6796","3541-ZNUHK","Female","NO","Yes","Yes",55,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",85.1,4600.95,"No"
"6797","8450-JOVAH","Male","NO","Yes","Yes",2,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",56.7,113.55,"Yes"
"6799","7562-UXTPG","Female","NO","No","No",13,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.15,886.7,"No"
"6800","8071-SBTRN","Female","NO","No","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Mailed check",111.15,7737.55,"No"
"6801","1113-IUJYX","Female","NO","Yes","No",14,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","No","Mailed check",105.95,1348.9,"Yes"
"6804","5681-LLOEI","Male","NO","Yes","Yes",43,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",91.25,4013.8,"No"
"6805","8212-DJRCH","Male","NO","Yes","Yes",5,"Yes","No","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Mailed check",90.35,434.5,"No"
"6807","4933-BSAIP","Female","NO","Yes","No",40,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.1,780.1,"No"
"6808","2030-BTZRO","Male","NO","Yes","Yes",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",20.4,107.6,"No"
"6809","1116-DXXDF","Male","NO","No","No",39,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",100.45,3801.7,"No"
"6810","9274-CNFMO","Male","YES","Yes","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",74.95,308.7,"Yes"
"6811","7758-XKCBS","Male","NO","No","No",15,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",29.7,438.25,"Yes"
"6812","8992-JQYUN","Male","NO","Yes","No",1,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",50.35,50.35,"Yes"
"6813","6563-VNPMN","Female","YES","No","No",45,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",85.7,3778.1,"No"
"6814","0617-AQNWT","Female","NO","Yes","No",64,"No","No phone service","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Electronic check",47.85,3147.5,"Yes"
"6815","2267-WTPYD","Female","YES","Yes","No",57,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","No","Credit card (automatic)",94,5438.95,"No"
"6816","0270-THENM","Male","NO","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",69.85,5102.35,"No"
"6818","4707-MAXGU","Male","NO","Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.85,1872.2,"No"
